project name,compile,gradle version,flaky tests
caseyscarborough/groovy-colorizer,T,2.11,0
Nexters/banchan-server,T,4.8.1,error
krakowski/jextract-demo,T,7.5.1,error
shubhamvrkr/learn-jmh-serialziation,T,4.10.3,error
Source-Set-564/Android-MVVM-Sample-Kotlin,F,,N/A
arnabmaji/FlappyBird:core,T,5.4.1,no test
arnabmaji/FlappyBird:desktop,T,5.4.1,no test
myConsciousness/entity-generator-engine,T,6.7.1,error
bbarth/webapp-gradle,F,1.0,N/A
christoph-frick/gradle-filewatch,F,,N/A
sillywolf/gradle-quickstart,F,,N/A
yohhatu/hobbyGradle,F,,N/A
thalescm/travis-w-android-and-gradle,F,1.6,N/A
vrto/gradle-kotlin-spring-multi-modules:customers,T,4.8,error
vrto/gradle-kotlin-spring-multi-modules:shared,T,4.8,error
